FID,IID,Y,Y2,X1
1050021,1050021,4.95356979612827,2.04379015324064,1.87141800521107
1050890,1050890,8.69220861967526,1.49130144859982,0.602870369693779
1050984,1050984,4.66055579938776,0.219981035866121,-0.766168803880956
1051379,1051379,4.96474372767268,-0.419742729067715,-0.620326487077463
1051550,1051550,8.15228550106919,-0.573841120252279,0.790190250595972
1051610,1051610,5.93048074487112,-1.49593223898772,-0.241976509823593
1051639,1051639,2.17544739120499,0.70648748199558,1.11748648122735
1051813,1051813,4.86678790268346,-0.55840259961008,1.18493063499732
1052032,1052032,5.05027138346444,2.46792304768161,1.64647483764737
1052057,1052057,6.75480329176001,-0.948495675707178,0.192996185852846
1052218,1052218,6.69404514803623,-0.282153975285459,-0.392553554101669
1053721,1053721,4.34810439117872,0.827433656017784,0.00705132333548411
1053887,1053887,-0.017372499025142,-2.26778565098479,-2.49483544433839
1055382,1055382,11.3247802075361,-0.0330348365948953,-0.977296362156525
1055394,1055394,7.11845679862987,-0.779645704397463,0.628568822806549
1056123,1056123,1.70320779923143,-0.613168378075403,-0.0841404729790453
1056602,1056602,1.65273674162422,1.79165860992185,0.382131607848841
1057050,1057050,-0.0980682490070803,-0.537860625568904,-1.09341379891014
1057941,1057941,3.398337247857,-1.68234806179418,-0.755463960607517
1058018,1058018,5.1910480732105,-0.340537031052946,-0.263992918781489
1058193,1058193,7.74391074775915,-1.84487117870987,-0.752462697218447
1058316,1058316,6.61203700766258,-2.08467101309942,0.440692090528203
1058465,1058465,-0.388405471409662,-0.0498613397449799,-1.2774507661336
1059007,1059007,9.55487807479182,0.636586890321197,1.17719204555674
1059726,1059726,6.31346964082863,0.934147396730551,0.902505834180887
1059967,1059967,2.039078242644,-2.80903429932975,-1.26130417673372
1060045,1060045,6.21536116746981,2.00032989517568,0.837455145693162
1060170,1060170,3.3356455061404,-4.89976108611049,-2.34829030760208
1060248,1060248,5.43924895295285,0.37403381556195,0.610971136817096
1060819,1060819,2.42721990498514,0.0817316580574612,-0.0478677422885629
1061897,1061897,1.54893402139035,-2.49857041177049,-2.39919770832254
1062391,1062391,4.35358979915725,-0.903374787973867,-0.019318956188193
1062441,1062441,2.69033087762156,-2.22565611998271,-0.088685452225653
1063003,1063003,10.0000769200559,-0.904457558835547,-1.59548489809902
1063256,1063256,0.0172478799929907,0.23260500318717,0.851709321069018
1064106,1064106,2.05019289063237,-0.6882928252557,-0.713560805874834
1064818,1064818,2.5673133530412,1.21988626577538,1.06643034437919
1064904,1064904,4.77221910350743,-0.907563183252471,-0.536242590451262
1064955,1064955,3.32713316497445,0.273419469217156,0.53591705643651
1065101,1065101,6.13517882176152,-2.67055449211914,-1.82862663387608
1065476,1065476,4.90228431384866,-3.06999577175672,-1.81353335586209
1066783,1066783,8.45549846745671,2.28405474203648,1.37261370685859
1067944,1067944,4.22073211749762,-0.541747114787789,-0.564269540718487
1068429,1068429,4.10984719208163,2.78247958402235,0.970311226551481
1068914,1068914,1.24673605764107,-0.943261179021705,-0.0186339842007024
1069351,1069351,4.47074280653532,2.29186455758033,0.362370349600053
1069435,1069435,6.07501701189699,1.37011131846861,2.0113055861341
1069782,1069782,2.65516650384538,-1.08475385507397,-1.17796749871712
1070258,1070258,5.35099544703995,-0.471501579026797,-0.755170482195242
1070430,1070430,6.34514007621426,-0.246073672235637,-0.331284484585322
1070507,1070507,0.924381849146512,-0.241831208419049,-0.283702696450067
1072421,1072421,9.06045511373991,1.03528065291541,0.314152900071671
1073224,1073224,5.3534069885062,3.29277475797292,1.8448386710393
1073260,1073260,7.00594671444491,-1.71753075810683,-0.981917149412165
1074266,1074266,1.75449717119441,3.23279716770915,2.19600376339007
1075297,1075297,6.16453626139612,-1.57858541105171,-0.204667665064021
1076509,1076509,4.90170036494663,2.1798714729933,0.975142936434056
1077384,1077384,1.17579655359871,-2.38280918122844,-0.867566116247391
1077696,1077696,-2.2749839351358,-0.626812156036874,-0.501187591761266
1079034,1079034,5.89496178007522,0.058028668051855,0.785591162870307
1079332,1079332,-1.04813225509132,-2.34320855122271,-2.10224732350156
1080243,1080243,6.06336665406626,1.09786887696856,-0.0422049297153984
1080301,1080301,1.55635262706723,0.942423024294917,-0.404809413422483
1080614,1080614,1.68747056592628,0.826330817067589,-0.112765966467871
1080713,1080713,7.86938505440565,2.38253373725469,1.79714044066541
1081145,1081145,3.52225812881535,-0.9858598767351,-0.810326257920104
1081496,1081496,5.35478354999344,2.7530630366754,1.9009000737512
1082197,1082197,5.5087453679478,1.37241634165675,0.708954440465655
1083453,1083453,5.42851316084693,2.23992737531773,0.736194774553343
1084589,1084589,9.26550383965222,1.72553055303343,1.36577655366214
1084998,1084998,8.81808735502899,0.781996906458717,-0.576263892756543
1085802,1085802,2.39084346089918,-1.6820743934445,-0.804732319636059
1086853,1086853,4.60346519949079,-2.24266865231671,-0.535065811538218
1087686,1087686,5.90164667984438,0.218618550629897,0.791547909423893
1088039,1088039,3.97327333498024,-1.06574127318017,-0.707607150862118
1088619,1088619,1.29352149418012,-2.36923864474368,-1.27554337198846
1089032,1089032,11.635428917642,1.60266634710214,2.37546446123315
1089468,1089468,2.85421050252461,-1.34727246312895,-1.09358974831213
1090191,1090191,1.11965283502033,-0.221988619144011,0.192441582224049
1090431,1090431,6.12490654530897,1.02856611388816,-0.12616038137969
1090873,1090873,2.92359488166237,-0.902252061026548,-1.38843213987439
1090920,1090920,5.53797392264529,0.739243092109339,0.469902191620625
1091150,1091150,6.65834576359774,0.120513615294715,0.960382357200903
1091296,1091296,3.22527028729699,1.50709916233507,-0.00514128838303537
1091320,1091320,8.46144977248789,-1.46939342704595,-0.870464441764543
1091632,1091632,3.39774794393133,-2.2643921937425,-0.462879040269406
1092731,1092731,-0.550551114123397,-2.1549830331904,-1.91115125508109
1092743,1092743,6.34908380959852,0.656772911961679,0.369816043713545
1093840,1093840,6.72792409165304,0.209090649394722,-0.462288057281371
1094084,1094084,6.11361128281928,1.86981447111073,0.32195589181663
1094127,1094127,5.25081200909666,-0.614973611607975,-0.284001389929105
1094416,1094416,4.26233319255147,-0.265691227303136,1.09185644345685
1095916,1095916,3.35368554109999,1.69942526073477,0.160216362745746
1096041,1096041,6.81785900650444,1.64844935690648,2.70816828440537
1096760,1096760,3.19652027442036,-1.17413460345793,0.286289929414167
1097043,1097043,4.81807016609704,0.701731036784712,-0.0325102508300843
1097157,1097157,6.42124663710576,-0.616730920222834,-0.989678019106459
1097622,1097622,3.94376571781535,0.0875137010310635,0.211809928088522
1098461,1098461,10.518141323164,-0.543980215073791,-0.972017533731427
1099466,1099466,7.03267345120514,1.05252960335337,0.549224013957696
1100062,1100062,7.92135695995678,-1.24144135108205,-1.04902153001168
1100096,1100096,4.2510959199198,0.249489613408214,0.449133934760403
1100731,1100731,8.01089052519289,-1.28505013888686,-0.385855652542671
1101492,1101492,-1.58599205165241,-2.03360769876635,-1.57013552298183
1101574,1101574,4.91863274911517,1.97586170724542,1.22694260106598
1102888,1102888,2.26000234043262,-0.751313725716985,0.666694395556876
1103190,1103190,-2.15463856766173,-1.55969458659585,-1.15160316304484
1103536,1103536,4.39332950770314,-2.88703310278959,-0.160788483189381
1103913,1103913,3.38999513675817,-3.85297657648208,-0.972913775885833
1104496,1104496,3.21773822697117,-3.19812104038913,-0.610461659327631
1104730,1104730,2.91327161865976,-0.420622985694428,0.49927687561987
1105204,1105204,4.2780553938572,0.942394222575543,0.879364139185805
1105293,1105293,8.10919884556848,1.35236793400296,0.923129239365448
1105645,1105645,2.45445162189646,0.776342310935099,0.693133971911009
1106086,1106086,-0.0299639039831776,0.360033454608335,-0.139500324561759
1109955,1109955,2.91586103449966,-4.32285271344906,-3.3106787265626
1111342,1111342,7.07234151561515,1.05925414575944,0.538465799112827
1111376,1111376,11.3545864890478,2.31029791711449,0.892485866504513
1111393,1111393,9.80338297300377,1.73003340669899,0.489462036213414
1114139,1114139,2.07756989609832,-1.53017116421004,-1.1963517465653
1114631,1114631,2.18521924634525,2.36194596543715,0.462737853247674
1114817,1114817,4.94842391053418,-0.585648285248543,0.971703576326252
1114891,1114891,5.59099533013892,-0.552425847553752,-1.47215896446467
1115232,1115232,7.67242067170779,1.02742425316617,0.528964940899468
1115535,1115535,9.40147176730324,3.51773765466596,2.4544003526128
1115621,1115621,5.88065074507757,-2.04173374500369,-1.64934547959159
1115746,1115746,2.56763490261191,0.532899009947276,0.795805155013595
1116271,1116271,3.25272702117409,-1.01243772004959,-0.341293166987591
1116604,1116604,0.415029202467937,-2.05938438408101,-1.40525379971644
1116681,1116681,5.50345268402633,-1.83641110459076,-0.922960815071629
1117487,1117487,8.83841268568416,1.96570089609412,0.00989812955886704
1117718,1117718,2.60036776072441,-0.95994801026745,-0.40885977369909
1119264,1119264,4.81841259538735,-0.952229311117783,-1.38824528879974
1119666,1119666,6.75978182370807,1.02440923105081,-0.264595238479465
1119990,1119990,1.55057408713008,-2.0194418311783,-0.947298278983332
1121097,1121097,0.0541761289116085,2.03987106196223,0.739521327961615
1121308,1121308,0.64090337080242,0.989794001003223,0.896778708567189
1121313,1121313,-0.632743210840706,-0.405754051350273,-0.34600088711084
1121449,1121449,0.460962076687151,-1.62942911749633,-1.78205706846858
1122389,1122389,9.96222903712722,0.131284601468364,0.464941753075797
1122704,1122704,4.86030807237323,-1.20109324150517,-1.95103060974713
1123039,1123039,3.88298252240673,-0.597956868675061,-0.516113340463044
1123534,1123534,4.99000226036746,0.966069273171319,0.489080317529961
1124400,1124400,4.86230311806829,0.835531881538656,0.902024726217598
1124612,1124612,5.89917439317146,1.54557537573015,0.640362994847776
1125170,1125170,6.54492548807229,2.69784258174122,0.95120887894604
1126538,1126538,4.72540227667351,-0.992969354894825,-0.599123209933587
1127563,1127563,1.76371027609363,-1.45571968697512,-1.33069499281176
1127985,1127985,1.37067792599523,-0.519061915401162,-0.59220974587099
1128085,1128085,3.53793481001952,1.36462573919239,1.80105085590894
1128106,1128106,7.28626349891001,-0.564313110579025,1.05533859104363
1128346,1128346,3.68248642400311,-0.613431948134536,-0.291920756917345
1128733,1128733,4.5357546644385,-1.58019593726994,-0.824109376195114
1129836,1129836,11.0585018902568,1.50304113426498,1.21625023852094
1129935,1129935,6.31508268820723,0.420939266964358,0.219728404509652
1130417,1130417,2.24064637946257,0.153581552478408,0.0749995269412724
1130906,1130906,8.18723233478048,-1.45582642800365,-2.14041848384991
1131249,1131249,9.20076279903541,1.98906681263963,1.47097223651645
1131363,1131363,1.87908019887359,-0.648908487477668,-0.837767606192285
1132023,1132023,4.13078582777198,0.519788568161884,0.395509867851372
1132239,1132239,5.96735193434406,1.09534283789769,0.886421676658073
1132717,1132717,9.78804231665484,1.88590914432464,1.20104255177858
1133099,1133099,2.38743408638672,1.72842376550412,1.31680568129345
1134621,1134621,10.6588863452784,-1.13226165757822,-0.193040418165795
1134673,1134673,3.44490388156735,2.56422190458963,0.550576249319518
1134837,1134837,2.20619336097072,-1.48663583902017,-2.08877294377588
1135105,1135105,8.06748242229059,3.11086662981775,-0.0249097935268281
1135581,1135581,3.71725298371484,1.2278114275829,0.888457651400444
1136031,1136031,4.9482386449867,-0.509901846745471,-0.337431151333679
1136960,1136960,2.01676227228815,-0.218966964713352,-1.03071105465666
1137180,1137180,6.88441578969699,0.859920703910951,0.430833172231559
1137368,1137368,9.15511764431257,-0.0685298556027378,0.20890740181954
1138286,1138286,3.67077127832884,0.100073364076258,-1.54824025706875
1139016,1139016,4.09091780382441,-2.10078139207799,-1.17380221847368
1139477,1139477,7.51193077567847,0.848430428905016,1.17881520434786
1140235,1140235,7.09600364543416,0.300008844529186,-0.419309442240298
1140828,1140828,3.96267538915328,-2.15371797667364,-1.85257529968188
1141749,1141749,7.70843235031893,1.50956415369856,0.485926473516857
1143573,1143573,2.80821610732976,-0.43296610391899,-0.471912593280279
1145284,1145284,6.07700268645928,-0.57222112584782,0.846738591048707
1145419,1145419,8.55241864948439,0.864969469511487,0.925770592031112
1145861,1145861,7.54470664567928,-1.24282278964476,-0.320830580939855
1146581,1146581,4.52340640255891,-0.278533820821873,-1.30097363364686
1146783,1146783,8.991691132549,3.31590405835769,2.45956801032152
1146858,1146858,8.0927124247979,1.75199479909882,0.778365003756837
1146884,1146884,7.86699071622116,-1.06273162347265,0.689880912612876
1147113,1147113,2.74803290159325,-0.435416076014183,-1.70446554880575
1147704,1147704,10.3242762642339,2.44657409898592,1.10537213468354
1147755,1147755,2.80165513779949,0.54996154508549,-0.313852814685915
1147978,1147978,2.93207641719418,0.543744474263815,-0.346692745478719
1147983,1147983,9.79724134148418,0.307455314035331,1.0384404772982
1148431,1148431,5.896173705866,-0.232832988960729,-0.511564853961192
1148805,1148805,6.62600674926941,-0.202768159046824,1.01452824968828
1148810,1148810,4.96682490422597,0.544311403409047,0.611699377673391
1149260,1149260,7.35508373492078,0.415956032516981,-0.772250013340475
1149933,1149933,6.67248197643807,3.13668921001284,0.680915582387064
1151861,1151861,3.03939018165707,-0.715596870868667,-0.207583477645653
1152058,1152058,1.54101465481715,-1.64835333653198,0.837426507279305
1152660,1152660,10.4555840784299,0.776365504714419,-0.291873715928727
1153319,1153319,3.19108060143601,0.121348097244929,0.320601080225298
1155301,1155301,-3.51007648146366,-1.11162310282297,-1.36977576086265
1155609,1155609,-0.5431461008081,1.6459544207072,0.291229658260178
1155745,1155745,11.5408714832297,0.938584003072582,1.38554546858176
1156152,1156152,5.96540298905618,1.65149410895805,0.16904523565274
1156454,1156454,9.4370396791113,1.25663014938522,1.06892128417522
1157387,1157387,-2.95717686308097,-2.6037213079653,-1.58588915921206
1157678,1157678,3.5509076249684,-1.76217274305916,-0.383850091973749
1158081,1158081,2.91610062457905,1.10944175546106,0.864834417612731
1158232,1158232,7.26479151852046,0.704068258280901,0.561250341094273
1158384,1158384,1.47505612828755,-2.34938968644478,-1.43983705890361
1158522,1158522,7.30563786394788,-0.762589921768327,-1.00616614671231
1158761,1158761,1.52460053136216,-0.383594905970718,-0.940355026554107
1159310,1159310,5.48725811761747,-0.0168652953858545,0.053451332153781
1159855,1159855,6.08958538437688,-0.586554924863825,-0.573945495641693
1160009,1160009,2.5546122435647,0.444208696765327,0.22054883007557
1160533,1160533,2.39855198433831,0.421685175577657,-0.834515734488321
1160901,1160901,4.98565356072277,-1.62540771181961,-0.130354162262007
1161277,1161277,9.31319401059498,0.817838551749078,0.567329441785929
1161325,1161325,5.52341413879798,1.49675879187434,1.20846682002392
1161505,1161505,4.16514755283645,0.630300029755135,0.12721964840282
1161695,1161695,-2.2358560148227,-0.0798930566190524,-0.951409543191124
1161708,1161708,7.19590494952815,-0.899738089736794,-0.662514438998322
1162945,1162945,2.42081438602099,1.42264032829487,0.344594854388784
1164501,1164501,7.00279986924475,-0.573308232707458,-1.0798542208622
1164516,1164516,7.17985373126424,0.338499030535695,0.209652604209467
1164684,1164684,5.26876105927165,-2.40836729620975,-1.30291956516358
1165133,1165133,-3.62029221481112,0.0279797810742101,-0.369811235470063
1165586,1165586,0.180565180910877,-2.02236008539088,-0.642937063169222
1166387,1166387,5.86091659737692,-0.671679200839772,1.09116353925724
1166976,1166976,8.74554197931436,0.645086932024884,0.336594951610817
1169162,1169162,6.76148116689886,-0.536336868651059,-0.31483230756339
1169732,1169732,5.02480149182252,-0.192294966485597,-0.179071980242419
1170524,1170524,7.08878208357063,-0.214510256400925,0.0522678275824845
1170797,1170797,7.11383505656295,-0.626816783462731,0.610881351412349
1171148,1171148,5.09005425723497,-0.755003173132076,-0.29379674245447
1171247,1171247,0.989748423718996,-3.45642326988722,-2.67971620144009
1171254,1171254,0.663231089774985,-2.72382808760001,-1.23784442439589
1171784,1171784,1.10381764309154,-0.338046204209895,0.576568612062135
1171976,1171976,7.51008035999355,2.76615692017558,1.13589058889151
1172096,1172096,3.81069225731268,1.79692803714623,0.69414178644642
1172385,1172385,8.94797600168348,-0.439001896117381,0.286571167370336
1172890,1172890,3.62320617515547,-2.61163153048154,-1.9980673132673
1173253,1173253,6.33196875352534,2.2273273549871,1.149778239249
1173272,1173272,5.98579515537175,1.73946052496741,1.43586054759254
1173732,1173732,4.35811961385889,-0.0964759181917657,-0.479440074760937
1173744,1173744,3.94695857444582,3.69212968883428,2.28910633778024
1174192,1174192,8.1962490101996,-1.39973488230868,-3.03778214764187
1174242,1174242,5.63935131588131,-1.11835360248507,-1.04352594734778
1174835,1174835,5.76515328761614,0.0648221266404041,0.24650280454309
1175095,1175095,8.8217659766416,0.283234986380173,0.0700649022931348
1176034,1176034,3.11370285350034,-2.76087031486891,-1.48378790775204
1176059,1176059,8.28634922579082,0.78505948939791,1.63172709048056
1176573,1176573,1.98003042137875,-0.302663599108389,-0.676358325890342
1177809,1177809,8.00270698826573,-3.13163926782625,-1.46375787963789
1178211,1178211,8.10478714684528,0.862357370160342,-0.0254774834745519
1178354,1178354,3.69486152107568,-2.08449467724176,1.2179135124455
1178396,1178396,7.17229281740588,-1.32871478131304,-0.828322959528904
1178982,1178982,7.24828778125556,-1.46260347245823,-0.718125720318914
1179654,1179654,8.53720116041821,-0.42502322097329,-0.0444874837390198
1179951,1179951,7.82909367856241,-0.204929913857998,-1.06184814499819
1179970,1179970,3.94175134118335,1.88392483701356,-0.221675857514925
1180912,1180912,7.81019962229431,1.38590501838038,0.39459154753128
1182718,1182718,11.5468414662796,2.13571872361853,0.889426834252152
1182977,1182977,10.4137745326076,1.00604483533621,0.868717272505358
1183264,1183264,4.18229379993929,0.815925377763636,-0.672041822034764
1184674,1184674,2.09917685171968,-1.70390662542962,-0.234575048392488
1184754,1184754,2.84650176737473,0.831067086275071,0.872793003562187
1184872,1184872,10.2528163060028,-0.0518076798759053,0.913336235741666
1185594,1185594,11.9620029236005,1.75959026440572,0.397229193508534
1185625,1185625,7.76239766523181,-0.00738763165953514,-0.0969855688977715
1186586,1186586,4.77098373449729,-2.09758123648619,-2.07988119139263
1186821,1186821,10.953163547819,0.747767367027551,1.37395794283472
1187547,1187547,5.41348409505632,1.39324786302974,0.106813701221723
1187620,1187620,7.0597651050089,0.370902604490566,-0.026503669324552
1188682,1188682,7.69833363177999,-0.378227516767749,-0.233644077282633
1188918,1188918,6.51760681515384,0.0501391218090771,-0.581163373384244
1188959,1188959,2.85116402247379,0.930052156200667,-0.645675268063031
1189141,1189141,-4.50413842780196,-1.03563835855433,-0.34287706692717
1189637,1189637,5.27513128981829,-0.60090096945558,-1.67472925632871
1189660,1189660,5.01645997094612,2.97032361615489,1.86118774148927
1189822,1189822,4.31626807432446,0.0905029040935695,-0.0556205825782242
1191112,1191112,9.60355634222161,-0.878749996528003,0.433406401060646
1191819,1191819,13.687108417722,0.761091008831787,0.510373933434215
1192246,1192246,6.06147896207381,2.3166768761199,1.19590720252569
1192308,1192308,-0.556140424426741,-0.879103599788491,-1.08390419356853
1192324,1192324,6.30447983750869,-3.02872315607485,-1.14510520494797
1192918,1192918,2.94916005680455,-0.28661709126748,0.155218868792611
1193499,1193499,6.17235815218187,0.430344928722442,-0.492251423814074
1193632,1193632,4.86721584187133,2.63192381969269,2.36703244340027
1194614,1194614,2.63882875940839,-1.43160775262057,-1.43350259739014
1195224,1195224,2.42793755365599,-1.38086832298699,-1.61148587496228
1195385,1195385,8.56369330258724,0.0831516492264424,0.62481007819436
1195489,1195489,5.58587827040081,1.80097495451658,0.745150004948247
1196030,1196030,4.71780751031157,-0.514476185628655,0.58533975228936
1196076,1196076,6.61403465009315,-0.441190291789003,0.181656190540196
1196480,1196480,8.52332829946081,0.230451285109971,0.40489066201644
1196662,1196662,3.78596940359498,-1.44307804081507,-1.29744268539028
1197218,1197218,10.6209206274035,0.288525280510797,0.632084077293897
1197623,1197623,7.53327740889918,-0.605333738351217,-1.17534240351409
1198108,1198108,6.39614419018324,-0.554970956496541,-0.634870988608997
1198829,1198829,2.66881536769363,-2.91452593642413,-2.35827900227998
1199015,1199015,7.15684335037002,-0.267558709868274,-1.1261803392736
1199710,1199710,4.87686171741866,0.00730806856971944,0.601957820133724
1200226,1200226,4.57787302631253,1.94293060815575,0.568444852993695
1200419,1200419,3.33690661049928,-0.291900867198703,-0.160997530444937
1201371,1201371,1.69794801581241,-0.071028330179669,-1.17408002595725
1201399,1201399,11.4367513064557,1.66487179265492,1.22134077362087
1201668,1201668,3.30813526337554,-0.62803889955581,-1.72392509540514
1201884,1201884,11.2604974857553,0.0720320775295705,-0.0787413815648968
1202137,1202137,1.58511912824905,0.600785329907432,-0.610348664562619
1204227,1204227,5.86270448195657,-0.628256708465918,-1.20420969525015
1204280,1204280,2.02232246234303,0.669187688394342,0.120691451341669
1204330,1204330,1.77656095934505,-1.26727856390103,-0.955078286325861
1204664,1204664,6.96847492911859,-1.22468187319295,0.0687229923838359
1205037,1205037,7.98164387439303,-0.837542499706906,0.449750953802655
1205727,1205727,5.26333504196132,0.904601914589243,0.504938271059446
1206671,1206671,5.15162704613235,-1.66923776291427,0.33675756825392
